tweet_id,text,task1,task2,ID
1127611321288146944,"@AtishiAAP
@ArvindKejriwal 

दिल्ली में चुनाव आज समाप्त हो गए।

****
भाई अब तो सच बता दो:-
पर्चा बांटने की #आतिशी_बाजी किसने की थी???",NOT,NONE,hasoc_2020_hi_2462
1127811679033511937,"RT @ShazadA01017652: है उन्हें ""पाकिस्तान "" भेजने की बात कर रहे है उन्हें ""ओसामा बिन लादेन "" की अम्मा कह रहे है जो की आचार संहिता का उलघन…",NOT,NONE,hasoc_2020_hi_1729
1123777723267153921,ईश्वर अल्लाह गॉड आत्मा पुनर्जन्म भूत प्रेत ये एक षडयंत्र के तहत बनाये गए हैं जबकि इनका कोई अस्तित्व ही नही है,NOT,NONE,hasoc_2020_hi_214
1123775684843909122,RT @sakshisingh_2: अब तेजबहादुर यादव के पाकिस्तान से संबंधों के लिंक और देशद्रोही साबित करने के फर्जी सबूत ग़ुलाम चोकीदारो द्वारा आने वाले…,NOT,NONE,hasoc_2020_hi_924
1127492542818344966,@ROl4rs28C0fkVpu कुछ पल्ले नही पड़ा भैय्ये,NOT,NONE,hasoc_2020_hi_3886
1123529596622626817,"RT @TBadokhri: #वेद_मेरा_भेद_है
बाइबिल में लिखा है कि जीसस के शरीर छोड़ने के बाद एक मसीहा करेगी जो विश्व में शांति स्थापित करेगा।वो और कोई…",NOT,NONE,hasoc_2020_hi_1676
1123628808693633024,@LostMystic_ अरे तो ट्रवोगो वालो भोश्री खा होटल दे तो रहा है 😂,HOF,PRFN,hasoc_2020_hi_3105
1127809703503847424,RT @PPBhaishri: विदेह नगर में सीताजी के प्राकट्य की बधाई हो! विदेह नगर का अर्थ है देह भाव से ऊपर उठकर जो स्थिति है। जब तक देह भाव में हम…,NOT,NONE,hasoc_2020_hi_4318
1127479293016203264,"RT @kpmaurya1: आपका हर वोट मेरे लिए जरुरी है, पवित्र है और अमूल्य है।

जीत सामने देखकर ये समय आराम करने का नहीं है, ये जीत को इतना ऐतिहासिक…",NOT,NONE,hasoc_2020_hi_4053
1123629710473220096,RT @DivyaSoti: दरअसल प्रियंका का वोट कटवा पार्टी वाला बयान मुसलमानों को खुश करने के लिए है। कांग्रेस की सारी राजनीति अब मुस्लिम वोट बैंक तक…,HOF,HATE,hasoc_2020_hi_3605
1123606088132120576,"RT @pooja303singh: मसूद अज़हर जी अंतरराष्ट्रीय आतंकी घोषित हो गये।
Libtards के States Man @ImranKhanPTI को बहुत बहुत बधाइयाँ। 
#MasoodAzhar…",NOT,NONE,hasoc_2020_hi_2024
1123522311129157634,"RT @akhterzaidi: मित्रों.. भाईयों और बहनों... इससे बड़ा कोई जोक सुना है क्या..😂
https://t.co/TWWN2epJVG",NOT,NONE,hasoc_2020_hi_3498
1127518484575944704,"RT @VeerLotus: किसान ने कहा कि
हरी मिर्च सस्ती बिकती है
और लाल मिर्च महंगी
प्यारा और मासूम सा जवाब मिला तुम लालमिर्च बोया करो😝🤣😜

पूछो तो…",NOT,NONE,hasoc_2020_hi_691
1127663750088015872,"RT @Atheist_Ferry: जब केजरीवाल ममता जी के ऐसे कृत्य देखते है, उनके अंदर दिल्ली को पूर्ण राज्य दिलाने की चाहत ओर उबाल मारने लगती है।

वो भी…",NOT,NONE,hasoc_2020_hi_756
1127810567538913281,"RT @Its_Dangerous1: जब #internet 🌐नहीं था #mobile 📱नहीं था 

🧘‍♀️🧗‍♀️🤹‍♀️🤾‍♀️🤼‍♀️🤸‍♀️⛹️‍♀️🏋️‍♀️🏊‍♀️🏄‍♀️ https://t.co/X3zZHpeJKs",NOT,NONE,hasoc_2020_hi_3819
1127471034423218176,"RT @pandya2007: कंडक्टर: कितनी टिकट बहन जी ??

लेडी: 1 पूरी और इनकी आधी, इनका दिमाग आधा ही चलता है

कंडक्टर : लेकिन टिकट तो 2 ही लेनी पड़े…",NOT,NONE,hasoc_2020_hi_162
1123819242686644224,"RT @ashuvaani: तुम पैदायशी बुड़बक हो, बार-2 सिद्ध करते हो! जब आप कुछ नहीं करते तो कुछ नहीं बताते, लेकिन जब कुछ करते हैं तभी बताते हैं। इतना…",HOF,OFFN,hasoc_2020_hi_667
1123544876468113410,@ArvindKejriwal मोदी जी कितने कमजोर है ये आपसे अच्छा कौन जान सकता है। जो काँग्रेस के सहयोग से बनी दिल्ली की सत्ता छोड़ के उछल उछल के मोदी जी के खिलाफ चुनाव लड़े और चारो खाने चित्त हो कि वापिस आये।कुछ कसर बाकी थी तो अबकी बार फिर से लड़ लेते जो कुछ सम्मान रह गया है वो भी लुटा जाता अबकी।,HOF,OFFN,hasoc_2020_hi_2812
1123546659042910208,"RT @_meenu2: जुबां कड़वी दिल साफ रखती हूं 
खुद को कभी माफ करू ना करू 
जो कोई मानले गलती अपनी उसे 
दिल से माफ कर देती हूं.. 
झूठ का चोला नही…",NOT,NONE,hasoc_2020_hi_2211
1127772638435110912,RT @4l951wUiwvpnqUi: तीन इंजन की सरकार भी up के शिक्षामित्रों का नही कर सकी समाधान।56 इंची भी सिर्फ बनारस में जुमला देकर चले गए।ऐसे ही करो…,HOF,HATE,hasoc_2020_hi_4258
1127627788159111168,"RT @AmitAttri_: @abhisar_sharma ओ अभिशाप, @KAAL42515495  देश का चौकीदार है, तेरे जैसे दल्लो का ठेकेदार नही ।

ओर ज्यादा पगार देने काटने का…",HOF,OFFN,hasoc_2020_hi_3164
1127477745305264128,"RT @VikramBothra_: @drmonika_langeh @ArvindKejriwal केजरू : ये देखो @drmonika_langeh जी हमे Twitter छोड़ने की धमकी दे रही है, BJP वाले दिल्…",NOT,NONE,hasoc_2020_hi_3697
1127803349137592320,देश के अछे दिन आ गए https://t.co/gX4bOezbMX,NOT,NONE,hasoc_2020_hi_3955
1123635473446883328,"@aajtak आतंकवादी प्रज्ञा ठाकुर BJP के टिकट पर चुनाव लड़ सकती है जबकि वह बम धमाके में जेल जा चुकी

लेकिन BSFजवान तेज बहादुर घटिया खाने की शिकायत की तो नौकरी से बर्खास्त हुए और अब चुनाव भी नहीं लड़ सकते

पता है क्यो?

क्योंकि तेज बहादुर यादव है और आतंकवादी  प्रज्ञा ""ठाकुर"" 

यही जातिवाद है",HOF,OFFN,hasoc_2020_hi_3474
1127614538357051392,"प्याज के दो गोल टुकड़े को गर्दन के दोनों तरफ रगड़ने से थाइराइड का जड़ से सफाया, ये है वैज्ञानिक दावा, https://t.co/5FuYaY0kY4",NOT,NONE,hasoc_2020_hi_1284
1127577326458249216,स्तुति ...ई लव यू 😂,NOT,NONE,hasoc_2020_hi_4361
1123790654277025794,"RT @miss9afi: जब मैंने Tweet लिख कर Indians के प्रति अपने प्यार को ज़ाहिर किया था,तो मैंने इतनी प्रतिक्रिया की उम्मीद की नही थी। 
बहुत बहुत…",NOT,NONE,hasoc_2020_hi_914
1123479810213330944,"RT @RTforINC: कोशिश कर, हल निकलेगा
आज नही तो, कल निकलेगा
अर्जुन के तीर सा सध,
मरूस्थल से भी जल निकलेगा
मेहनत कर, पौधो को पानी दे,
बंजर जमीन…",NOT,NONE,hasoc_2020_hi_1298
1123490308585598982,"RT @Priyank74750061: मेरी समझ नही आ रहा कि शांतिदूत समुदाय एक तरफा मोदी विरोधी क्यों बन गया है

विकास नही हुआ इसलिए या दंगे, आतंकी हमले नही…",NOT,NONE,hasoc_2020_hi_3648
1127609073166237697,असली मां कौन है ? #MothersDayWeekend https://t.co/xx39w2YXj1,NOT,NONE,hasoc_2020_hi_107
1127649606928482305,RT @agrwal_akhil: ये विडियो है पुराना काश आज स्वर्गीय कांशी राम जी जैसे नेता होते जो इन दल्ले पत्रकारो के सही सबक सिखाते देखे कैसे एक दल्ले…,NOT,NONE,hasoc_2020_hi_2063
1127583957678153728,"RT @RavenderSingh16: #FridayFeeling
हिंदू धर्म में चार पुरुषार्थ बताए गए हैं धर्म, अर्थ, काम, मोक्ष। इनका वास्तविक रहस्य जानने के लिए कृपया…",NOT,NONE,hasoc_2020_hi_1255
1127558666020745218,"RT @Deepak60931884: प्पपु और #गुलामो ने चौकिदार को चोर साबित करने के लिए 1 बर्ष तक झूठा #प्रचार किया
और
#चौकिदार ने बस 1 बार कहा कि प्पपु…",NOT,NONE,hasoc_2020_hi_3492
1123480942692196352,RT @anamikasingh179: यूपी की महिलाये साल में 52 बच्चें पैदा कर सकती है:-राहुल गांधी                               अबे गुलामों बांध के क्यों…,HOF,OFFN,hasoc_2020_hi_710
1123666712619036673,यूपी में BJP बुरी तरह से हार रही है - @priyankagandhi जी  https://t.co/yMpma4KkYl,NOT,NONE,hasoc_2020_hi_657
1123539314829172736,"RT @AInsaaaaaa: 👇👇👇👇👇👇
#BirdsNurturing भोजन की कमी और हीट स्ट्रोक के कारण हर साल सैकड़ों पक्षी मर जाते हैं। @Gurmeetramrahim इन पक्षियों के…",NOT,NONE,hasoc_2020_hi_3758
1127491045430894593,"बच्चा रो रहा था गोदी-गोदी, कांग्रेस समर्थक बाप ने मोदी-मोदी समझ कर पीट दिया। https://t.co/28563dg4RF",HOF,OFFN,hasoc_2020_hi_4010
1127532275455758338,"RT @nidhitripathi92: अनेकों माताओं की गोद सूनी हो गई,
अनेकों बच्चे अनाथ हो गए थे,
हजारों बहनों का सुहाग उजड़ गया,
और पित्रौदा जी कह रहे हैं…",NOT,NONE,hasoc_2020_hi_1541
1127644259178274816,@mausamii2u अरे बाबा दल नहीं पूछा @BJP4India @INCIndia @AamAadmiParty मैंने जगह पूछी आज दिल्ली में था ना वोटिंग । लड़की से उम्र और वोटर से किसको वोट दिया पूछना तो सर्वथा अनुचित और पाप ठेरा बल ।,NOT,NONE,hasoc_2020_hi_807
1127547349796966406,"@bakshihs @TimesNow तुझे 5 साल में नही दिखा ,कोई तुझे 5 मिनट में कैसे समझाए",NOT,NONE,hasoc_2020_hi_2228
1127617470171238400,"RT @FunKeyBaat: रे बोसडी के, मेहनत कर रहा है वो मेहनत... टोटी थोड़ी न चुरा रहा... https://t.co/n5qk5qogwC",HOF,PRFN,hasoc_2020_hi_2394
1127511551408128000,"RT @RahulDogra1702: 56 इंच का सीना है 
सर उठाकर जीना है
#Shah4ModiAnurag",NOT,NONE,hasoc_2020_hi_3642
1123486202370437122,"एक और फिल्म पर गिरी चुनाव आयोग की गाज, इनकी रिलीज भी रुक सकती है https://t.co/DjyyBHa1PU https://t.co/b6WUEVkQw2",NOT,NONE,hasoc_2020_hi_1249
1123604485916581888,"@msisodia क्यों बेकार में ट्वीट कर रहे हो ?

आपको दिल्ली की जनता ही फ्री में ना खरीदे अब तो ।",HOF,OFFN,hasoc_2020_hi_1165
1127560079505362944,RT @VermaUdayraj1: @NiranjanTripa16 @Akpattnaik25 @Sudarsh63169707 जय भोलेनाथ हर हर महादेव,NOT,NONE,hasoc_2020_hi_2950
1127478827439943681,"ठीक है
आज मैंने
सही जगह पर उंगली कर दी है।

मेरी हिंदी थोड़ी कमजोर है।",NOT,NONE,hasoc_2020_hi_2939
1127678929307934722,@Mustity12345 Bhaiya🤠❤️,NOT,NONE,hasoc_2020_hi_3942
1123606046218436608,"जिस दीवार पे लिखा हो
""गधे के पूत यहां मत मुत""
ये खुजली वाला कुत्ता वहीं मुतेगा",HOF,OFFN,hasoc_2020_hi_232
1123665194268250112,"RT @narendramodi_in: अभी-अभी संयुक्त राष्ट्र से खबर आ रही है कि कुख्यात आतंकवादी मसूद अज़हर पर प्रतिबन्ध लगा दिया है।

आतंकवाद के खिलाफ संघ…",NOT,NONE,hasoc_2020_hi_2105
1127477434935173122,@irvpaswan @narendramodi कुत्ता का मूल आदत टागं उठा कर मूतने  की होती है,HOF,OFFN,hasoc_2020_hi_4115
1.12365185218304e+18,सबसे ज्यादा खुशी तब होती है जब आप किसी को 100 या 500 ₹ का टेप लगा हुआ नोट चला देते हैं।,NOT,NONE,hasoc_2020_hi_2050
1127478290569019393,"RT @iPrabhakarSingP: पहले मतदान,फिर जलपान 🇮🇳🇮🇳🇮🇳

हमने तो अपना मताधिकार कर लिया आप भी करिए जल्द और सुनहरे राष्ट्र निर्माण में हिस्सेदार बनि…",NOT,NONE,hasoc_2020_hi_1786
1123617949653143552,"RT @ArnabSpeaks_: अरब और रूस का सर्वोच्च पुरस्कार
श्रीलंका में आतंकी हमला ISIS द्वारा
UN ने अज़हर मसूद को आतंकी घोषित किया

""ये सारी घटनाएं…",HOF,HATE,hasoc_2020_hi_891
1127463866370117632,"RT @HarishK92534373: @Amitjanhit @ArvindKejriwal But, इन्हें देखना चाहिए केंद्र में कौन सा और कैसा सरकार होना चाइये। मज़बूत या मज़बूर? @Aam…",NOT,NONE,hasoc_2020_hi_2932
1127585706686074881,@sambitswaraj Ye sidhu hai kaun. Uska aukat kya hai,HOF,OFFN,hasoc_2020_hi_557
1127814749259849728,"@GaurangBhardwa1 Ye toh sach h babu bhaiya 
Kal Raat se soya nhi me 😕😕😕",NOT,NONE,hasoc_2020_hi_4286
1123566502290976770,"@kanhaiyakumar साथ साथ आये (1925)आज संघ कहो या बीजेपी कहो , आज करोडो सदस्य हो गये ! सत्तामेँ आ गयी ! 
कम्युनिस्ट केवल भारतही नही पूरी दुनियासे विदा , कालबाह्य़ हो गये ! 
USSR , CHINA मेँ क्या कम्युनिस्ट है ?  
 95 सालमेँ सर्वहारा , किसान , मजदूर लुट गये ! तुम लोग असमानमेँ ! 
दुकाने बन्द करो !",HOF,HATE,hasoc_2020_hi_3029
1127538113918656513,"RT @manishnwaghela: लगता है @abhisar_sharma जी से ग़लत बटन दब गया है। 😢 

#AayegaTohModiHi https://t.co/qWwfpiRWt2",NOT,NONE,hasoc_2020_hi_475
1123644327631126528,"@digvijaya_28 दिग्गी तेरे बाप ने 50 लाख दिए थे कांग्रेस गद्दार पार्टी को , कांग्रेस का हाथ गद्दारो के साथ , और तेरा तो पक्का दोस्त है ये आतंकवादी अब तू सोच ले तू क्या है बोस डी के https://t.co/GdGm824kL0",HOF,HATE,hasoc_2020_hi_2870
1123518645273948162,"RT @digvijaya_28: प्रश्न 5- मोदी जी, आप कहते है कि युवा नौकरी माँगने वाले नहीं, नौकरी देने वाले बनें।
लेकिन आँकड़े बताते हैं कि देश में 80%…",NOT,NONE,hasoc_2020_hi_4040
1123640221399121920,"RT @Vineetbhargava9: अब कांग्रेस समेत पूरा विपक्ष कहेगा की मसूद अजहर को चुनाव के वक़्त ग्लोबल आतंकी घोषित करना मोदी की चाल है

Me - मूर्खों…",HOF,HATE,hasoc_2020_hi_300
1127527368128471040,"RT @RoyalThakurain: फंसाना भी नही आता मुझे मनाना भी नही आता
.
.
.
. 
बड़ी कठिन है ये मोहब्बत यारों पटाना भी नही आता 😥😭😒

🙈🙈😂😂😉😝😝🤗😍

#follob…",NOT,NONE,hasoc_2020_hi_2896
1127473207064182784,"RT @rpsinghraipur: राहुल गांधी जीत रहे हैं दुश्मन छाती पीट रहे हैं

🖐️🖐️🖐️🖐️🖐️🖐️",NOT,NONE,hasoc_2020_hi_3547
1127612004972126208,"RT @mpsinghrjd: फौजी भाईयों को अपने चौकीदार साहब  के बादलों मे रडार का काम नहीं करने वाली बात पर शर्मिन्दगी तो नहीं महसूस हो रहा!
गटर से गै…",NOT,NONE,hasoc_2020_hi_2226
1127728908617637888,@dopesight_ @MoSalah tumhe kia masla hai,NOT,NONE,hasoc_2020_hi_47
1127476390549442560,@NayakRagini @abpnewstv कांग्रेस ने इतने सालों तक पता नहीं कहा कहा अपनी ओलादे छोड़ी है😊,HOF,HATE,hasoc_2020_hi_4006
1127492987389448192,RT @YogendraLumba4: गुना संसदीय क्षेत्र के अशोकनगर मे मैडम एस जुबैर ईरानी को कांग्रेस की कर्जा मांफी पर जनता ने हां कहकर किया शर्मिन्दा। @a…,NOT,NONE,hasoc_2020_hi_1772
1127493893392609281,"जिसने अपने गुरु को भी है ठगा
जनता का कैसे हो सकता है सगा I
#MeraVoteCongressKo #VotingRound6 https://t.co/9d80I4Tdgi",NOT,NONE,hasoc_2020_hi_207
1127796017494052864,"RT @Rekhta: बच्चे फ़रेब खा के चटाई पे सो गए 
इक माँ उबालती रही पथर तमाम रात",NOT,NONE,hasoc_2020_hi_526
1127732779955806208,"RT @KapilMishra_IND: जो आंखों से दिख रहा हैं, उसे खुलकर बोल रहा हूँ

जी हाँ कड़वा सच - सिर्फ हिंदुओं को ही नहीं मुसलमानों को भी धोखा दिया…",NOT,NONE,hasoc_2020_hi_531
1127600697136967680,@Badansi59019507 @RahulGandhi @KPadmaRani1 @RoflNana_ @madhulikaji @ravishndtv @vinodkapri @yadavakhilesh अगर प्रेस कॉन्फ्रेंस करें तो बहुत ज्ञान विज्ञान निकल कर सामने आ सकता है।,NOT,NONE,hasoc_2020_hi_3949
1123560730932813825,"RT @roflvoice: सनी देओल व उनकी पत्नी ने बैंक से 53 करोड़ रुपये कर्ज लिया हुआ है। वार्षिक आय है 63.82 लाख
एक करोड सात लाख जीएसटी बाकी है।…",NOT,NONE,hasoc_2020_hi_2449
1127580023400161284,"RT @KavitaR22863402: #SpiritualSunday12thMay
सतंसग मे आने से इन्सान के जन्म जन्म के पाप कर्म कट जाया करते है और नेक भले कर्म बनते चले जाते…",NOT,NONE,hasoc_2020_hi_4039
1123511871494086657,"RT @JagranNews: मशहूर लेखिका मधु किश्वर ने एक डिबेट के दौरान कहा कि राहुल के पास अपना कोई दिमाग नहीं है, वे सिर्फ वही और उतना ही बोलते हैं,…",NOT,NONE,hasoc_2020_hi_2946
1127490575693795330,"@rjraunac @ECISVEEP दिल्ली वालों मत लगाओ आज बालों में GEL, घर से निकलो वोट करो , चुके अगर तो दिल्ली हो जाएगी फेल",NOT,NONE,hasoc_2020_hi_3402
1123628385068969984,"RT @Mahanaatma1: जो मुझमें खेलता रहता था 
    मर गया वो लड़का

      सितम तो ये है 
मरा भी तो जवान होते हुए",NOT,NONE,hasoc_2020_hi_1077
1127463639869296640,@msisodia @AtishiAAP @AamAadmiParty @ArvindKejriwal  क्या आपने किया??,NOT,NONE,hasoc_2020_hi_751
1127563569149689858,"RT @Virende72294454: #FridayFeeling
#RamadanMubarak
पवित्र कुरान शरीफ मजीद और फजाईले अमाल में भी कबीर साहिब जी को ही अल्लाह बताया गया है। अ…",NOT,NONE,hasoc_2020_hi_3858
1127630891939971074,@Jitendr14272284 @myogiadityanath क्यों भाई,NOT,NONE,hasoc_2020_hi_1417
1127625313523908608,"RT @_RaginiRagu_: तरफदारी उसकी करो जो तुम्हें सही लगे
दोस्त भी अगर गलती करे , तो कह दो
ये नहीं कि दोस्त की गलतियों को ढक कर
उसे और गलतियाँ…",NOT,NONE,hasoc_2020_hi_2757
1127695991736537090,"सच की यही सबसे बड़ी ताकत है कि 
वह आपको मजबूर कर देता है कि 
आप एक न एक दिन उसे औरों को बतायें।
यही होता आया है और यही होता रहेगा।
@yadavakhilesh @manzaryaar @KhushnoorSir @shadabSP_786 @SamajwadiManzar @BeersinghYada17 https://t.co/pINC5XXsBK",NOT,NONE,hasoc_2020_hi_1556
1127563946645282817,"RT @dilipmandal: तो पता चल ही गया कि पप्पू कौन है. 

बादल में राडार बेदम! 

वाह मोदी जी वाह!",NOT,NONE,hasoc_2020_hi_680
1127655663486656513,"जो व्यापारी यह बोल रहे हैं कि GST के कारण बर्बाद हो गयें

GST तो जनता से लेते हो, बर्बाद आप कैसे हो गयें सीधे कहो
हराम की कमाई बंद",NOT,NONE,hasoc_2020_hi_4316
1123766021167439872,"@Payal_Rohatgi हिन्दू हिजड़े हो गए हैं, ऊनको राहुल गांधी अगले प्रधानमंत्री के रूप में दीखता है",HOF,HATE,hasoc_2020_hi_4015
1127490533742350336,"RT @AshramGzb: @AsaramBapuJi पाश्चात्य अंधानुकरण में जब युवा पीढ़ी अपने जड़ों को भूली थी तब #SaintForHumanity ने उसे

'भूलो सभी को मगर माँ-…",NOT,NONE,hasoc_2020_hi_242
1127523677119975424,"एक अनपढ ने लाखों पढे लिखो को उलझाया देश के लिये मर मिटने वाला जवान हो या अन्नदाता किसान या हो आम आदमी या कोई वैज्ञानिक ,छोड के माँ भाई बिवी अपनी  एक परायी मेहबुबा को इसने बस कुर्सी के लिये अपनाया ये लहर नही जहर है यारो ।",NOT,NONE,hasoc_2020_hi_401
1127557202191851521,@Saurabh_MLAgk Evm सही था या नही जरा ये भी बता दो भाई ।,NOT,NONE,hasoc_2020_hi_2602
1127797795878891520,"मिस वर्ल्ड भेजी थी, कमीने ने मिस युगांडा बना दी https://t.co/JBDOXKd6XT",HOF,PRFN,hasoc_2020_hi_3954
1123539381933842434,"RT @lncMohitJain: कलयुग के बापू अपने भक्तों को कुछ और सुनाना चाह रहे थे।सुनाने वाले ने अपनी मर्यादा रखी सुनने वालों ने अपनी मर्यादा रखी।
ऐ…",NOT,NONE,hasoc_2020_hi_1043
1123495345927802880,RT @OfficeofSSC: बच्चे के गलती करने पर माँ उसे डाँटती है तो वह माफी मांग कर बच जाता है लेकिन माँ की पकड़ से छूटते ही फिर शैतानी करने लगता…,NOT,NONE,hasoc_2020_hi_471
1123827958450405377,RT @iMac_too: सही कह रहा है मन्नु भाई । https://t.co/rpqqZ4oVZu,NOT,NONE,hasoc_2020_hi_2036
1127667277535399937,@manakgupta बादल....😂😂😂,NOT,NONE,hasoc_2020_hi_4133
1127803256866893825,"@samrat_Rld लिखना तो और बुरा चहती थी 
   इतने में ही  रूक गई 
😐",NOT,NONE,hasoc_2020_hi_2166
1127466294859550720,"RT @vikasswami0: ये कोई होटल या घर नही बल्कि एक
#सरकारी_स्कूल है 
 रा बा उ मा वि नापासर,बीकानेर कि यह स्कूल अत्याधुनिक सुविधा युक्त तीन मं…",NOT,NONE,hasoc_2020_hi_4244
1127477699151302657,"RT @manuazad_: दिल्ली के लोगों इतनी झाडू चला दो, इतनी झाडू चला कि जुमलों की गंदगी मचाने वाले दिल्ली से बाहर निकल कर भागे। 
#Vote_4_Aap✌️✌️…",NOT,NONE,hasoc_2020_hi_3095
1127501682190028802,BaaziNow ऐप डाउनलोड करें और जीतें कैश रोज़ाना । खेलें रोमांचक खेल| नीचे दिए गए लिंक पे क्लिक करें और मेरे रेफ़रल कोड 'u2z4mfse' से साइन अप करें। https://t.co/WiOE85pPuU,NOT,NONE,hasoc_2020_hi_553
1123584646845874177,"RT @anandrai177: तेजबहादुर चंद दिन में ही देश का हीरो बन गया है, जहाँ आतंक के आरोपी,गले गले तक भृष्ट, हत्या के आरोपी चुनाव लड़ रहे हैं वहीं…",NOT,NONE,hasoc_2020_hi_2262
1127593512302592001,"#हुआ_तो_हुआ क्या उखाड़ लोगे?
फिर भी, सिखों ने कांग्रेस को वोट दिया ना!",HOF,HATE,hasoc_2020_hi_582
1127795526743642112,"RT @AInsaaaaaa: 👇👇👇👇
संत डॉ गुरमीत राम रहीम सिंह जी इन्सां फरमाते हैं कि बच्चों को अपने माँ बाप की निंदा नहीं करनी चाहिए। अगर आप अपने माँ…",NOT,NONE,hasoc_2020_hi_3979
1127660759566077952,"RT @ModiLeDubega: 2 दिन से Divider-In-Chief राजस्थान में हुए गैंग रेप को हर रैली में बोल रहे हैं, बहन मायावती पर हमला कर रहे हैं जबकि सभी आ…",NOT,NONE,hasoc_2020_hi_393
1127462008264085505,"RT @Gajendr36101266: @BhootSantosh !
नहीं नहीं संतोष भाई एसा सवाल ना करे! 

    करन थापर के इंटरव्यू में तो पानी पीने के लिए माँग रहे थे!…",NOT,NONE,hasoc_2020_hi_2278
1127559202904453120,RT @bajirao_ballal: टॅंक देखके मोदी G ये सोच कर हैरान है के कौन कितनी लंबी फेकता है 🤔 https://t.co/xpHU7AULBR,HOF,OFFN,hasoc_2020_hi_3304
1127493952100274176,RT @ankurNBT: पूर्व डीजीपी सुलखान सिंह का सिख दंगों को लेकर बड़ा बयान- 1984 में सिखों के खिलाफ हुई मारकाट कोई दंगा नहीं था।  यह राजीव गांधी…,HOF,HATE,hasoc_2020_hi_1564
1123625457440645120,@Mi_Ganu 💯 % हरामी.. 😂,HOF,PRFN,hasoc_2020_hi_739
1127622029383888896,RT @INSAN_Menakashi: इंसान जब सत्संग में आता है तो उसके बुरे कर्म ख़त्म होते चले जाते हैं और नेक व भले कर्म बनते चले जाते हैं। आज की पवित्र…,NOT,NONE,hasoc_2020_hi_719
1127486234580807687,"RT @narendramodi_in: कांग्रेस सरकार की नीयत सही होती तो वो अलवर में जो हुआ, उसे छिपाने में, दबाने में नहीं लगती।

लेकिन नहीं, इनके पास तो ए…",NOT,NONE,hasoc_2020_hi_1815
1127655256622391296,"@Poojamadan17 @kanhaiyakumar अगर हम ज्यादा नोटिस करेंगे तो यह भी केजरी की तरह हर जगह फटे कपड़ों में आना शुरू कर देगा, और फटे हुए कपड़ों में केजरी की तरह फर्स्ट क्लास में सफर करेगा हवाई जहाज में बिजनेस क्लास में सफर  करके गरीबों के लिए लड़ाई लड़ेगा",NOT,NONE,hasoc_2020_hi_4353
1127787977009065985,"कट्टर विरोधी एक-दूसरे को कर रहे दुआ-सलाम
https://t.co/QlurkawRc7 https://t.co/fcQhUlfL4y",NOT,NONE,hasoc_2020_hi_2855
1123766067288072194,"RT @ArnabSpeaks_: कितने लोग चाहते है श्रीलंका की तरह अपने देश मे बुर्का, हिजाब पूरी तरह से बैन हो ??

कृपया वोट करने के बाद रिट्वीट करें...",HOF,HATE,hasoc_2020_hi_1935
1127504991495737344,RT @1stIndiaNews: मौलवी ने छात्र से कुकर्म कर धार्मिक मर्यादा को किया तार-तार #Churu #Rajasthan #Misdeed #RajasthanOnFirstIndia @ChuruPolic…,NOT,NONE,hasoc_2020_hi_2839
1123553768392413185,"@Akshaykyadaoffi @RichaChadha भक्त है
चमचे और चरण चाटने वाले चापलूस नही",HOF,PRFN,hasoc_2020_hi_1104
1127762664380219392,RT @suneetapandit13: गर्मी के दिनों में आइसक्रीम चूस। के खाने में बड़ा मज़ा आता है । @suneetapandit13 @raginishukla00 @Aapki_Sanskarii @amr…,NOT,NONE,hasoc_2020_hi_2638
1127629235193966592,"RT @VinayDw86398158: कम लोग जानते हैं 
जुगनू फिल्म का गाना""तेरा पीछा ना छोडेंगे सोनिये"" सुब्रह्मण्यम स्वामी ने ही लिखा है।

😂🤣😂🤣😂🤣😂",NOT,NONE,hasoc_2020_hi_3665
1123516682348007425,@SabeenaTamang मैडम आतंकवादी और नक्सली एक ही थैली की 😡औलादे है नक्सलियों की आड़ मे आतंकवादियों को क्लीन चिट देने की घृणित कोशिश मत कीजीये😠😠😠,HOF,OFFN,hasoc_2020_hi_1033
1127680095324332032,"RT @iamsakshijadhav: मोदी सुबह कहता है, मेरी जान को खतरा है,
और शाम को कहता है, देश सुरक्षित हाथों में है।

समझ नही आता ये गांजा सुबह लेता…",HOF,OFFN,hasoc_2020_hi_1310
1127498012178042880,"RT @TV9Bharatvarsh: मुझे हराने वाला कोई पैदा नहीं हुआ, ईश्वर के लिखे लेख को भी मैं मिटा सकता हूं- निरहुआ
#Azamgarh @nirahua1 #VotingRound6…",NOT,NONE,hasoc_2020_hi_1528
1127532174771539968,जनता हिंदुस्तानी ही foolish है!,HOF,HATE,hasoc_2020_hi_2098
1123802117343514624,"RT @ModiBharosa: राहुल बाबा के मसूद अजहर ‘जी’ अब ग्लोबल आतंकी है
चोर चौकीदार ये क्या कर दिए? 😂😂😂
 #MasoodAzhar #UNSC 

@nanditathhakur @Sur…",NOT,NONE,hasoc_2020_hi_2222
1127467674793943040,"RT @RamAshi93793338: दोस्तों वोट उसको देना, जिसके पीछे पूरी दुनिया पागल है।
वोट उसको नहीं देना  जो खुद पागल है।

नाम नही लूंगा आचार संहिता…",NOT,NONE,hasoc_2020_hi_3080
